Package Name,Library Name,Type,Official Website
Lcom/nostra13,Nostra13 Image Loading,Development Aid,https://github.com/nostra13/Android-Universal-Image-Loader
Lcom/nuance,Nuance Speech Kit Library,Development Aid,https://nuance.com/
Lcom/nv/support/pulltorefresh,pulltorefresh,GUI Component,
Lcom/onbarcode,onbarcode,Development Aid,http://www.onbarcode.com/
Lcom/openfeint,OpenFeint,Game Engine,
Lcom/outlinegames,Outline Games,Payment,http://www.outlinegames.com
Lcom/papaya,Papaya,Development Aid,http://en.papayamobile.com/
Lcom/parse,Parse.com,Mobile Analytics,https://parse.com/docs/cn/android/guide
Lcom/path/android/jobqueue,Android Priority Job Queue,Development Aid,https://github.com/path/android-priority-jobqueue
Lcom/paypal,PayPal,Payment,https://developer.paypal.com/docs/integration/mobile/android-integration-guide/
Lcom/phonegap,PhoneGap,Development Aid,http://phonegap.com/
Lcom/playhaven,PlayHaven Mobile Ads,Advertisement,http://www.playhaven.com/
Lcom/pocketchange/,pocketchange,Payment,http://www.pocketchange.com/
Lcom/polites,GestureImageView polites.com,GUI Component,https://polites.com
Lcom/pollfish,Pollfish,Development Aid,https://www.pollfish.com/
Lcom/prime31,prime[31],Development Aid,https://prime31.com
Lcom/purplebrain/adbuddiz,AdBuddiz,Advertisement,https://www.adbuddiz.com
Lcom/qihoo,no,,
Lcom/qihoo/gamecenter,no,,
Lcom/qihoo/gamecenter/sdk,Qihoo 360 Gamecenter,Social Network,http://wan.360.cn/
Lcom/qihoo/psdk,Qihoo push,Development Aid,http://dev.360.cn/
Lcom/qihoo/stat,Qihoo Stat,Development Aid,http://dev.360.cn/
Lcom/qihoopp,no,,
Lcom/qihoopp/framework,QihooPP Framework,Development Framework,http://dev.360.cn
Lcom/qihoopp/qcoinpay,Qihoo 360 Qcoinpay,Payment,https://pay.360.cn/index/mobile
Lcom/qmoney,no,,
Lcom/qmoney/ui,Qmoney,Payment,
Lcom/qoppa,Qoppa Software,Development Aid,https://www.qoppa.com/
Lcom/qwapi,qwapi,Development Aid,
Lcom/radiusnetworks,Radius Networks,Development Aid,http://www.radiusnetworks.com
Lcom/readystatesoftware,no,,
Lcom/readystatesoftware/sqliteasset,Android SQLiteAssetHelper,Utility,https://github.com/jgilfelt/android-sqlite-asset-helper
Lcom/renn,no,,
Lcom/renn/rennsdk,renren sdk,Development Aid,http://open.renren.com/wiki/SDK2/androidsdk
Lcom/revmob,Revmob,Advertisement,https://www.revmobmobileadnetwork.com/
Lcom/samsung/spen,Samsung Spen,GUI Component,https://developer.samsung.com/galaxy
Lcom/scoreloop,Scoreloop Game,Game Engine,
Lcom/sec,no,,
Lcom/sec/android,no,,
Lcom/sec/android/iap,Samsung In-App Purchase,Payment,http://developer.samsung.com/iap
Lcom/shengliwang,no,,
Lcom/shengliwang/CarLogo,no,,
Lcom/sina,no,,
Lcom/sina/a,no,,
Lcom/sina/sso,Sina SSO,Social Network,http://open.weibo.com/
Lcom/sina/weibo,Weibo,Social Network,http://weibo.com/
Lcom/skplanet,skplanet,Development Aid,http://www.skplanet.com
Lcom/slidingmenu,SlidingMenu,GUI Component,https://github.com/jfeinstein10/SlidingMenu
Lcom/smaato,Smaato,Advertisement,https://www.smaato.com/
Lcom/spoledge,Spoledge AAC Decoder,Development Aid,https://code.google.com/p/aacdecoder-android/
Lcom/sponsorpay,Fyber(SponsorPay),Advertisement,http://www.sponsorpay.com
Lcom/squareup,no,,
Lcom/squareup/okhttp,OkHttp,Development Aid,https://github.com/square/okhttp
Lcom/squareup/otto,otto,Development Aid,http://square.github.io/otto/
Lcom/squareup/picasso,picasso,Development Aid,https://github.com/square/picasso
Lcom/squareup/pollexor,pollexor,Development Aid,http://square.github.io/pollexor/
Lcom/squareup/seismic,Seismic,Utility,https://github.com/square/seismic
Lcom/squareup/tape,Tape by Square,Utility,https://github.com/square/tape
Lcom/squareup/timessquare,timessquare,Development Aid,https://github.com/square/android-times-square
Lcom/startapp,StartApp,Advertisement,http://www.startapp.com/
Lcom/stericson/RootTools,Stericson RootTools,Development Aid,https://github.com/Stericson/RootTools
Lcom/subsplash,subsplash,Development Aid,http://www.subsplash.com/
Lcom/sun,no,,
Lcom/sun/activation,JavaBeans(TM) Activation Framework,Development Aid,http://java.sun.com/javase/technologies/desktop/javabeans/jaf/index.jsp
Lcom/sun/mail,Sun Mail.jar,Development Aid,
Lcom/supersonic/adapters/supersonicads,Supersonic Ads,Advertisement,https://www.supersonic.com/
Lcom/supersonic/mediationsdk,Supersonic MediationSDK(Abandoned),Development Aid,https://github.com/SupersonicAds/android-mediation-sdk
Lcom/supersonicads,no,,
Lcom/supersonicads/sdk,Supersonic: Mobile Advertising,Advertisement,https://www.supersonic.com/
Lcom/taobao,no,,
Lcom/taobao/accs,Taobao ACCS,Development Aid,https://open.taobao.com/
Lcom/tapdaq/sdk,TapDaq Android SDK,Development Framework,https://github.com/tapdaq/tapdaq-android-sdk
Lcom/tapdaq/tapdaqunityads,TapDaq Unity Plugin Ads,Advertisement,
Lcom/tapit,Tapit,Development Aid,Tapit NFC
Lcom/tapjoy,Tapjoy,Advertisement,https://home.tapjoy.com/
Lcom/tencent,no,,
Lcom/tencent/android,no,,
Lcom/tencent/android/tpush,Tencent Tpush (Xinge),Development Aid,http://xg.qq.com/
Lcom/tencent/bugly,Bugly,Mobile Analytics,https://bugly.qq.com/
Lcom/tencent/common,Tencent Login,Social Network,http://wiki.open.qq.com/wiki/mobile/Android_SDK
Lcom/tencent/connect,Tencent Login,Social Network,https://connect.qq.com
Lcom/tencent/jsutil,Tencent Login,Social Network,http://wiki.open.qq.com/wiki/mobile/Android_SDK
Lcom/tencent/lbs,Tencent Map LBS,Map/LBS,https://lbs.qq.com/
Lcom/tencent/map,Tencent Map,Map/LBS,https://lbs.qq.com/
Lcom/tencent/mm,Tencent Wechat,Social Network,https://open.weixin.qq.com/
Lcom/tencent/mobwin,Tencent MobWin,Advertisement,
Lcom/tencent/mta,Tencent MTA,Mobile Analytics,https://mta.qq.com/
Lcom/tencent/open,Tencent Login,Social Network,http://wiki.open.qq.com/wiki/mobile/Android_SDK
Lcom/tencent/plus,Tencent Login,Social Network,http://wiki.open.qq.com/wiki/mobile/Android_SDK
Lcom/tencent/qqconnect,Tencent Login,Social Network,http://wiki.open.qq.com/wiki/mobile/Android_SDK
Lcom/tencent/qzone,Tencent Qzone,Social Network,
Lcom/tencent/record,Tencent Login,Social Network,http://wiki.open.qq.com/wiki/mobile/Android_SDK
Lcom/tencent/sdkutil,Tencent SDK Utilities,Development Aid,http://open.qq.com
Lcom/tencent/smtt,Tencent X5 (SMTT),Social Network,http://x5.tencent.com/tbs/guide/sdkInit.html
Lcom/tencent/stat,Tecent MTA,Mobile Analytics,http://mta.qq.com/
Lcom/tencent/t,Tencent Login,Social Network,http://t.qq.com
Lcom/tencent/tauth,Tencent Login,Social Network,http://wiki.open.qq.com/wiki/mobile/Android_SDK
Lcom/tencent/utils,Tencent Login,Social Network,http://wiki.open.qq.com/wiki/mobile/Android_SDK
Lcom/tencent/webnet,Tencent WebNet,Development Aid,
Lcom/tencent/weibo,Tencent Weibo,Social Network,http://t.qq.com
Lcom/tencent/weiyun,Tencent Weiyun,Mobile Analytics,https://www.weiyun.com
Lcom/tencent/wpa,Tencent WPA,Development Aid,http://wiki.open.qq.com/wiki/mobile/API
Lcom/tencent/wxop,tencent weixin Open(Share),Social Network,https://open.weixin.qq.com/
Lcom/tendcloud,no,,
Lcom/tendcloud/tenddata,TendDaTa,Mobile Analytics,https://www.talkingdata.com/products.jsp
Lcom/thirdparty,Thirdparty,Development Aid,http://thirdparty.com/
Lcom/threatmetrix,ThreatMetrix,Digital Identity,https://www.threatmetrix.com/
Lcom/turbomanage,no,,
Lcom/turbomanage/httpclient,basic-http-client,Development Aid,https://github.com/turbomanage/basic-http-client
Lcom/umeng,no,,
Lcom/umeng/analytics,Umeng Analytics,Mobile Analytics,https://www.umeng.com/analytics
Lcom/umeng/api,Umeng API,Development Aid,http://dev.umeng.com
Lcom/umeng/common,Umeng Common,Development Aid,http://dev.umeng.com/
Lcom/umeng/fb,Umeng feedback,Mobile Analytics,http://dev.umeng.com/feedback
Lcom/umeng/message,Umeng Message Push,Development Aid,http://dev.umeng.com/push/android/sdk-download
Lcom/umeng/newxp,Umeng newxp,Development Aid,http://www.umeng.com/
Lcom/umeng/newxp/view,no,,
Lcom/umeng/socialize,Umeng Socialize,Social Network,http://dev.umeng.com/social/android/operation
Lcom/umeng/socom,Umeng social component,Social Network,http://mobile.umeng.com/social
Lcom/umeng/update,Umeng Update,Development Aid,https://www.umeng.com/component_update
Lcom/umeng/xp,Umeng XP,Development Aid,http://dev.umeng.com/
Lcom/unionpay,no,,
Lcom/unionpay/mobile,no,,
Lcom/unionpay/mobile/android,Unionpay,Payment,http://mobile.unionpay.com/
Lcom/unionpay/sdk,no,,
Lcom/unionpay/tsmservice,Unionpay TSM(Trusted Service Management),Payment,https://www.95516.com/static/union/pages/index/index.html
Lcom/unity3d,Unity3D,Game Engine,https://unity3d.com/
Lcom/unity3d/ads,Unity3d Ads,Advertisement,https://unity3d.com/cn/services/ads
Lcom/urbanairship,urbanairship,Mobile Analytics,https://www.urbanairship.com/
Lcom/uservoice/uservoicesdk,UserVoice Android SDK,Social Network,https://github.com/uservoice/uservoice-android-sdk
Lcom/ut,no,,
Lcom/ut/mini,ut mini push sdk,Development Aid,
Lcom/uzmap,no,,
Lcom/uzmap/pkg,no,,
Lcom/uzmap/pkg/uzkit,no,,
Lcom/uzmap/pkg/uzkit/fineHttp,fine HTTP,Development Aid,http://docs.apicloud.com/superwebview/Android/com/uzmap/pkg/uzkit/package-summary.html
Lcom/vercoop,Vercoop,Development Aid,http://www.vercoop.com/
Lcom/verizon,Verizon,Development Aid,https://www.verizon.com/
Lcom/viewpagerindicator,Android Viewpagerindicator Widget,Development Aid,https://github.com/JakeWharton/ViewPagerIndicator
Lcom/vividsolutions,no,,
Lcom/vividsolutions/jts,JTS Topology Suite,Development Framework,http://sourceforge.net/projects/jts-topo-suite
Lcom/vjianke,no,,
Lcom/vjianke/pulltorefresh,pulltorefresh,GUI Component,
Lcom/vl,no,,
Lcom/vl/pulltorefresh,pulltorefresh,GUI Component,
Lcom/vpon,Vpon,Advertisement,http://www.vpon.com/
Lcom/vungle,Vungle,Advertisement,https://vungle.com
Lcom/wm/pulltorefresh,pulltorefresh,GUI Component,
Lcom/xiaomi,no,,
Lcom/xiaomi/mipush,no,,
Lcom/xiaomi/mipush/sdk,miaomi mipush,Development Aid,https://dev.mi.com/console/appservice/push.html
Lcom/xiaomi/push,Xiaomi Push,Development Aid,https://dev.mi.com/console/appservice/push.html
Lcom/xiaomi/smack,Xiaomi Smack,Development Aid,
Lcom/xiaomi/xmpush,Xiaomi XMpush,Development Aid,https://dev.mi.com/doc/p=533/index.html
Lcom/xw,no,,
Lcom/yandex,no,,
Lcom/yandex/mobile/ads,Yandex Ad,Advertisement,https://www.yandex.com/
Lcom/yixia,Yixia,Development Aid,http://www.yixia.com/
Lcz,no,,
Lcz/msebera,no,,
Lcz/msebera/android,no,,
Lcz/msebera/android/httpclient,HttpClient Android repackage buildscript,Development Aid,https://github.com/smarek/httpclient-android
Ldagger,Dagger,Development Aid,http://square.github.io/dagger/
Lde,no,,
Lde/greenrobot,no,,
Lde/greenrobot/dao,GreenDao,Development Aid,https://github.com/greenrobot/greenDAO
Lde/greenrobot/event,EventBus,Development Aid,https://github.com/greenrobot/EventBus
Lde/keyboardsurfer,Keyboard Surfer,GUI Component,https://github.com/keyboardsurfer
Lflexjson,FlexJson Library,Development Aid,http://flexjson.sourceforge.net/
Lfr,no,,
Lfr/castorfle,castorfle Smooth Progress Bar,GUI Component,https://github.com/castorflex/SmoothProgressBar
Lgnu,no,,
Lgnu/commonlisp,GNU Common Lisp,Development Aid,https://www.gnu.org/s/gcl/
Lgnu/ecmascript,ECMAScript,Development Aid,https://www.gnu.org/s/kawa/api/gnu/ecmascript/package-frame.html
Lgnu/kawa,GNU KAWA,Development Aid,https://www.gnu.org/software/kawa/Building-for-Android.html
Lgnu/mapping,GNU Mapping,Development Aid,https://www.gnu.org/s/kawa/api/gnu/mapping/package-summary.html
Lgnu/xml,GNU XML,Development Aid,https://www.gnu.org/s/kawa/api/gnu/xml/package-summary.html
Lgreendroid,GreenDroid,GUI Component,https://github.com/cyrilmottier/GreenDroid
Lhirondelle,no,,
Lhirondelle/date4j,DATE4J,Development Aid,http://www.date4j.net/
Lim,no,,
Lim/quar,AutoLayout for Android,Development Aid,https://mvnrepository.com/artifact/im.quar
Linfo,no,,
Linfo/guardianproject/bouncycastle,GuardianProject Bouncy Castle,Development Aid,
Lio,no,,
Lio/dcloud,Dcloud,Development Aid,http://dcloud.io/doc.html
Lio/fabric,no,,
Lio/fabric/sdk,no,,
Lio/fabric/sdk/android,Fabric,Development Aid,https://get.fabric.io/
Lit,no,,
Lit/gmariotti,no,,
Lit/gmariotti/cardslib,Card Library,Utility,https://github.com/gabrielemariotti/cardslib
Lit/sauronsoftware,no,,
Lit/sauronsoftware/ftp4j,ftp4j,Development Aid,http://www.sauronsoftware.it/projects/ftp4j/
Ljavax,no,,
Ljavax/activation,JavaBeans Activation Framework (JAF),Utility,http://www.oracle.com/technetwork/java/javase/jaf-135115.html
Ljavax/annotation,JavaX Annotation API,Utility,
Ljavax/jmdns,JavaX jmDNS library,Utility,https://github.com/jmdns/jmdns
Ljavax/mail,JavaMail API,Utility,http://www.oracle.com/technetwork/java/javamail/index.html
Ljavax/servlet,JavaX Servlet API,Utility,https://www.jcp.org/en/jsr/detail?id=369
Ljavax/ws,no,,
Ljavax/ws/rs,JavaX WebServices RESTful Resources,Utility,https://docs.oracle.com/javaee/7/api/javax/ws/rs/package-summary.html
Ljcifs,JCIFS,Development Aid,http://jcifs.samba.org/
Ljsr166y,JSR-166y Java,Development Aid,http://g.oswego.edu/dl/concurrency-interest/
Ljunit,Junit,Development Aid,http://junit.org/junit4/
Ljxl,Java Excel API,Utility,http://jexcelapi.sourceforge.net/
Lkankan/wheel,Kankan Wheel Android scroller,GUI Component,https://github.com/chemalarrea/Android-wheel/blob/master/wheel-demo/src/kankan/wheel/demo/DateActivity.java
Lkawa,Kawa for Android,Development Aid,https://www.gnu.org/software/kawa/Building-for-Android.html
Ll,no,,
Lm,no,,
Lm/framework,no,,
Lme,no,,
Lme/apla,no,,
Lme/apla/cordova,Application preferences plugin for Cordova 3+,Development Framework,https://github.com/apla/me.apla.cordova.app-preferences
Lme/kiip,KIIP Mobile Ads,Advertisement,https://www.kiip.me/
Lme/zhanghai,no,,
Lme/zhanghai/android,no,,
Lme/zhanghai/android/materialprogressbar,MaterialProgressBar,Development Aid,https://github.com/DreaminginCodeZH/MaterialProgressBar
Lmicrosoft,no,,
Lmicrosoft/mappoint,Microsoft MapPoint,Map/LBS,https://www.microsoft.com/mappoint/
Lmm,no,,
Lmm/purchasesdk,China Mobile PurchaseSDK,Payment,
Lmobisocial,no,,
Lmobisocial/omlet,no,,
Lmobisocial/omlib,Omlet SDK,Social Network,https://sdk.omlet.me/en/docs.html
Lmono,,,no
Lmono/android,Mono for Android,Development Aid,http://www.mono-project.com/
Lmy,no,,
Lname,no,,
Lname/rkmlpv,no,,
Lname/rkmlpv/jjhrjt,no,,
Lname/rkmlpv/jjhrjt/ktphvh,no,,
Lnet,no,,
Lnet/authorize,Authorize.NET,Development Aid,http://www.authorize.net/
Lnet/hockeyapp/android,HockeyApp,Mobile Analytics,https://www.hockeyapp.net/
Lnet/lingala/zip4j,Zip4j,Development Aid,http://www.lingala.net/zip4j/
Lnet/minidev/json,json smart,Development Aid,https://github.com/netplex/json-smart-v2
Lnet/simonvt/menudrawer,MenuDrawer,Development Aid,https://github.com/SimonVT/android-menudrawer
Lnet/sourceforge/pinyin4j,Pinyin4j,Development Aid,http://pinyin4j.sourceforge.net/
Lnet/sourceforge/zbar,SourceForge ZBar,Development Aid,http://zbar.sourceforge.net/
Lnet/tsz,no,,
Lnet/tsz/afinal,Afinal,Advertisement,https://github.com/yangfuhai/afinal/tree/master/src/net/tsz/afinal
Lnet/youmi,Youmi Ads,Advertisement,http://www.youmi.net/
Lnl,no,,
Lnl/siegmann,no,,
Lnl/siegmann/epublib,EPublib,Development Aid,http://www.siegmann.nl/epublib
Loauth,no,,
Loauth/signpost,Signpost Oauth,Development Aid,https://code.google.com/p/oauth-signpost/
Lokhttp3,OKHttp3.0,Development Aid,https://github.com/square/okhttp
Lokio,OkHttp okio Framework,Development Aid,https://github.com/square/okio
Lopentk,The Open Toolkit Library,Development Aid,http://www.opentk.com/
Lorg,no,,
Lorg/achartengine,AChartEngine,Development Aid,http://www.achartengine.org/
Lorg/acra,ACRA (Application Crash Reports for Android),Development Aid,https://github.com/ACRA/acra
Lorg/anddev,no,,
Lorg/anddev/andengine,Andengine Game Engine,Game Engine,http://www.andengine.org/
Lorg/andengine,Andengine Game Engine,Game Engine,http://www.andengine.org/
Lorg/android,no,,
Lorg/android/agoo,Umeng U-push (Old version called agoo),Development Aid,http://dev.umeng.com/push/android/integration
Lorg/androidannotations,AndroidAnnotations API,Development Aid,https://github.com/excilys/androidannotations
Lorg/apache,no,,
Lorg/apache/commons,Apache Common,Development Aid,https://commons.apache.org/
Lorg/apache/cordova,Apache Cordova,Development Aid,https://cordova.apache.org/
Lorg/apache/harmony,Apache Harmony,Development Aid,https://harmony.apache.org/
Lorg/apache/http,Apache Http,Development Aid,https://hc.apache.org/
Lorg/apache/james,Apache James Mail Enterprise Serve,Development Aid,http://james.apache.org
Lorg/apache/log4j,Apache Log4j,Development Aid,http://logging.apache.org/log4j/2.x/
Lorg/apache/tools/ant,Apache Ant Core,Development Aid,http://ant.apache.org/
Lorg/appcelerator,Appcelerator,Development Aid,http://www.appcelerator.org/
Lorg/aspectj,AspectJ,Development Aid,https://eclipse.org/aspectj/
Lorg/bouncycastle,Bouncy Castle,Development Aid,http://www.bouncycastle.org/java.html
Lorg/ccil,no,,
Lorg/ccil/cowan,no,,
Lorg/ccil/cowan/tagsoup,TagSoup,Utility,https://github.com/orbeon/tagsoup
Lorg/cocos2d,cocos2D,Game Engine,http://www.cocos2d-x.org/
Lorg/cocos2dx,cocos2DX,Game Engine,http://www.cocos2d-x.org/
Lorg/codehaus,no,,
Lorg/codehaus/jackson,Jackson Json-processor,Utility,https://github.com/codehaus/jackson
Lorg/dom4j,Dom4j,Development Aid,http://dom4j.sourceforge.net/
Lorg/ebookdroid,no,,
Lorg/ebookdroid/ui,no,,
Lorg/ebookdroid/ui/library,no,,
Lorg/ebookdroid/ui/library/tasks,EBookDroid,Development Aid,https://github.com/mortenpi/ebookdroid/
Lorg/fmod,Fmod,Game Engine,https://www.fmod.org/
Lorg/geometerplus,no,,
Lorg/geometerplus/zlibrary,Zlibrary(FBReader PDF Reader),Development Aid,
Lorg/hamcrest,hamcrest,Development Aid,http://hamcrest.org/
Lorg/htmlcleaner,htmlCleaner,Development Aid,http://htmlcleaner.sourceforge.net
Lorg/ice4j,A Java implementation of the ICE protocol,Development Aid,https://github.com/jitsi/ice4j
Lorg/ini4j,ini4j,Development Aid,http://ini4j.sourceforge.net
Lorg/jaudiotagger,JAudiotagger,Utility,http://www.jthink.net/jaudiotagger/
Lorg/java_websocket,Java-WebSocket,Development Aid,https://github.com/TooTallNate/Java-WebSocket
Lorg/jaxen,Jaxen,Development Aid,http://jaxen.org/
Lorg/jdeferred,Java jdeferred Library,Development Aid,http://jdeferred.org/
Lorg/jdom,JDOM V1,Development Aid,http://www.jdom.org/
Lorg/jdom2,JDOM2,Development Aid,https://github.com/hunterhacker/jdom/wiki/JDOM2-A-Primer
Lorg/jivesoftware,no,,
Lorg/jivesoftware/smack,Smack,Payment,https://mvnrepository.com/artifact/jivesoftware/smack
Lorg/jivesoftware/smackx,Smack Extensions,Development Aid,https://mvnrepository.com/artifact/jivesoftware/smackx
Lorg/joda/time,Joda Time,Development Aid,http://www.joda.org/joda-time/
Lorg/json,Json org,Development Aid,http://www.json.org/
Lorg/jsoup,Jsoup,Development Aid,http://jsoup.org/
Lorg/junit,jUnit Java Unit Test,Development Aid,http://junit.org/
Lorg/kde/necessitas/ministro/,Ministro Qt shared libraries,Development Aid,http://community.kde.org/Necessitas
Lorg/kobjects,KObjects,Development Aid,http://kobjects.org
Lorg/ksoap2,ksoap2,Development Aid,http://ksoap2.sourceforge.net/
Lorg/kxml2,Kxml2,Development Aid,http://www.kxml.org/
Lorg/lobobrowser,Lobobrowser,Development Aid,https://github.com/lobobrowser/LoboBrowser
Lorg/mapsforge,Mapsforge API,Map/LBS,https://github.com/DonTomika/mapsforge
Lorg/metalev,no,,
Lorg/metalev/multitouch,Metalev Multi Touch,GUI Component,https://code.google.com/p/android-multitouch-controller/
Lorg/mozilla/intl/chardet,Mozilla Charset Detector,Utility,
Lorg/mozilla/javascript,Mozilla Rhino,Development Aid,https://developer.mozilla.org/en-US/docs/Mozilla/Projects/Rhino
Lorg/mozilla/universalchardet,Mozilla Universal Detector,Utility,https://github.com/ctt-gob-es/clienteafirma-external
Lorg/msgpack,Messagepack,Utility,http://msgpack.org
Lorg/nexage,Millennial Media,Advertisement,http://www.nexage.com
Lorg/nexage/sourcekit/mraid,Nexage SourceKit-MRAID(part of MillennialMedia),Advertisement,https://github.com/nexage/sourcekit-mraid-android
Lorg/ocpsoft,no,,
Lorg/ocpsoft/prettytime,PrettyTime,Development Aid,https://github.com/ocpsoft/prettytime
Lorg/openudid,OpenUDID Salama Generator,Development Aid,https://github.com/vieux/OpenUDID
Lorg/osmdroid,OpenStreetMap-Tools,Map/LBS,https://github.com/osmdroid/osmdroid
Lorg/scribe,Scribe Java Lib,Development Aid,https://github.com/scribejava/scribejava
Lorg/simpleframework,simple framework,Development Aid,http://www.simpleframework.org/
Lorg/slf4j,SLF4J,Development Aid,http://www.slf4j.org/
Lorg/spongycastle,Spongy Castle,Development Aid,http://rtyley.github.io/spongycastle/
Lorg/springframework,Spring Framework,Development Aid,https://projects.spring.io/spring-framework/
Lorg/tukaani/xz,XZ For Java,Development Aid,http://tukaani.org/xz/java.html
Lorg/vudroid,Vudroid PDF Reader,Development Aid,
Lorg/xbill,no,,
Lorg/xbill/DNS,Dnsjava,Development Aid,http://www.dnsjava.org/
Lorg/xinhua/analytics,Xinhua Analytics,Mobile Analytics,
Lorg/xmlpull,XML Pull,Development Aid,http://www.xmlpull.org/
Lorg/yaml/snakeyaml,SnakeYAML,Development Aid,https://bitbucket.org/asomov/snakeyaml
Lorg/zywx,no,,
Lorg/zywx/wbpalmstar,Zywx Wbpalmstar APP Framework,Development Framework,
Lpagerslidingtabstrip,PagerSlidingTabStrip UI Framework,GUI Component,https://github.com/astuetz/PagerSlidingTabStrip
Lpdftron,Pdftron PDF Widget,Development Aid,https://www.pdftron.com/
Lpl/polidea,Polidea,Development Aid,https://www.polidea.com/
Lpts,no,,
Lpts/PhoneGap,PhoneGap,Development Framework,http://phonegap.com/
Lrajawali,no,,
Lrajawali/wallpaper,rajawali WallPapper,Development Aid,https://github.com/Rajawali/RajawaliWallpaperTemplate
Lretrofit,retrofit RESTful Library,Development Aid,https://square.github.io/retrofit/
Lroboguice,Roboguice,Development Aid,https://github.com/roboguice/roboguice
Lrx,no,,
Lrx/internal,RxJava Retrofit,Development Aid,https://github.com/square/retrofit
Lsafiap,no,,
Lsafiap/framework,no,,
Lsdk,no,,
Lsdk/download,no,,
Lshared_presage,no,,
Lshared_presage/com,no,,
Lti,no,,
Lti/imagefactory,Titanium Image Factory,Development Aid,https://github.com/appcelerator-modules/ti.imagefactory
Lti/map,Ti Map,Map/LBS,https://github.com/appcelerator-modules/ti.map
Lti/modules,no,,
Lti/modules/titanium,Titanium-Modules,Development Aid,
Ltv,no,,
Ltv/rhmjpj,no,,
Ltv/rhmjpj/jrhrjt,no,,
Ltv/rhmjpj/jrhrjt/ksptvg,no,,
Ltwitter4j,Twitter,Social Network,http://twitter4j.org/
Lu,no,,
Lu/aly,Umeng Analysis,Mobile Analytics,https://www.umeng.com/
Luk,no,,
Luk/co,no,,
Luk/co/senab,no,,
Luk/co/senab/actionbarpulltorefresh,actionbarpulltorefresh,GUI Component,https://github.com/chrisbanes/ActionBar-PullToRefresh
Lv2,no,,
Lv2/com,no,,
Lv2/com/playhaven,PlayHaven Mobile Ads,Advertisement,http://www.playhaven.com/
Lxamarin,Xamarin,Development Aid,https://xamarin.com/
Lzfee,no,,
Lzfee/sdk,ZFEE SDK,Utility,
